Time,Device ID,Visible Light (lm),IR (lm),UV (UV Index),CO2 (ppm),Temperature (°C),Humidity (%),Dust (µg/m3),Noise (0-1023)
4/23/2021,yssmote3,262,254,0,26,27.3,79,4,15
4/23/2021,yssmote3,262,256,0,4.8,27.1,78,5,18
4/23/2021,yssmote3,261,261,0,0,27.4,78.5,8,22
4/23/2021,yssmote3,260,265,0,35.3,27.5,79.5,6,18
4/23/2021,yssmote3,263,276,0,0,27.8,77.5,3,21
4/23/2021,yssmote3,262,277,0,0,28.4,73.5,13,19
4/23/2021,yssmote3,263,279,0,0,28.7,70,3,24
4/23/2021,yssmote3,264,294,0,0,29.2,69.5,0,16
4/23/2021,yssmote3,262,277,0,0,29.1,68.5,0,16
4/23/2021,yssmote3,263,285,0,0,29.1,68.5,3,27
4/23/2021,yssmote3,261,270,0,0,29.2,69,10,23
4/23/2021,yssmote3,263,297,0,0,29.2,69.5,16,21
4/23/2021,yssmote3,260,257,0,0,29,68.5,7,14
4/23/2021,yssmote3,260,253,0,0,28.8,69,5,18
4/23/2021,yssmote3,262,254,0,0,28.8,69.5,3,17
4/23/2021,yssmote3,260,253,0,0,28.8,70.5,0,19
4/23/2021,yssmote3,261,253,0,9.9,28.7,72,10,20
4/23/2021,yssmote3,261,254,0,0,28.7,72.5,13,13
4/24/2021,yssmote3,262,254,0,34.1,28.5,75,5,13
4/24/2021,yssmote3,261,253,0,18.6,28.6,75,14,12
4/24/2021,yssmote3,259,254,0,18.5,28.5,75,29,14
4/24/2021,yssmote3,261,253,0,55.7,28.4,77.5,13,13
4/24/2021,yssmote3,260,253,0,29.9,28.3,78,21,17
4/24/2021,yssmote3,262,253,0,0,28,75.5,8,16
4/24/2021,yssmote3,259,254,0,0,27.5,76,0,15
4/24/2021,yssmote3,261,255,0,0,27.5,75,8,16
4/24/2021,yssmote3,262,253,0,0,27.2,77.5,0,15
4/24/2021,yssmote3,261,253,0,0,27,81.5,0,19
4/24/2021,yssmote3,260,256,0,0,27.3,83,8,17
4/24/2021,yssmote3,261,257,0,2.8,27.4,83,6,11
4/24/2021,yssmote3,261,261,0,0,27.3,82,3,19
4/24/2021,yssmote3,261,261,0,0,27.3,82.5,8,18
4/24/2021,yssmote3,261,261,0,0,27.4,81.5,10,14
4/24/2021,yssmote3,260,260,0,0,27.6,81,8,16
4/24/2021,yssmote3,261,262,0,4.1,27.6,80.5,3,17
4/24/2021,yssmote3,263,277,0,0,27.8,79.5,13,10
4/24/2021,yssmote3,261,256,0,0,27.8,78.5,0,12
4/24/2021,yssmote3,261,254,0,33.9,27.6,79,5,21
4/24/2021,yssmote3,261,254,0,0,27.5,79,11,17
4/24/2021,yssmote3,260,254,0,0,27.5,79.5,6,18
4/24/2021,yssmote3,261,254,0,50.6,27.4,80.5,8,14
4/24/2021,yssmote3,260,254,0,16.2,27.5,80,19,15
4/25/2021,yssmote3,261,254,0,27.4,27.4,81,16,17
4/25/2021,yssmote3,260,254,0,25.7,27.4,81.5,10,13
4/25/2021,yssmote3,261,253,0,45.7,27.1,83.5,33,15
4/25/2021,yssmote3,262,253,0,52,27.1,83.5,22,13
4/25/2021,yssmote3,261,254,0,25.1,27.1,84,20,16
4/25/2021,yssmote3,261,253,0,8.7,27,84,22,17
4/25/2021,yssmote3,261,255,0,43,27,85,30,14
4/25/2021,yssmote3,260,258,0,59.7,27.3,84,34,13
4/25/2021,yssmote3,261,271,0,0,27.7,82.5,39,16
4/25/2021,yssmote3,262,273,0,1.9,28.1,78.5,29,17
4/25/2021,yssmote3,262,274,0,0.1,28.4,75,32,16
4/25/2021,yssmote3,263,284,0,0,29,73.5,20,17
4/25/2021,yssmote3,262,262,0,0,29.1,69.5,19,19
4/25/2021,yssmote3,263,293,0,0,29.5,67.5,29,13
4/25/2021,yssmote3,260,271,0,0,30,68,30,15
4/25/2021,yssmote3,264,296,0,0,30.1,66,29,21
4/25/2021,yssmote3,265,292,0,0,30.1,67.5,24,12
4/25/2021,yssmote3,263,253,0,0,29.4,71.5,9,14
4/25/2021,yssmote3,260,253,0,0,29.3,72.5,34,15
4/25/2021,yssmote3,261,253,0,0,29.3,76,23,15
4/25/2021,yssmote3,261,253,0,0,29.1,78,19,15
4/25/2021,yssmote3,260,253,0,0,29.1,78,41,19
4/25/2021,yssmote3,259,254,0,0,29,79,36,17
4/26/2021,yssmote3,261,253,0,0,29,79,26,15
4/26/2021,yssmote3,261,253,0,3.4,28.9,80,24,15
4/26/2021,yssmote3,261,253,0,33.8,28.9,81,38,14
4/26/2021,yssmote3,261,253,0,0,28.8,82,35,14
4/26/2021,yssmote3,260,254,0,9.1,28.7,82.5,44,14
4/26/2021,yssmote3,262,252,0,0,28.8,82.5,46,18
4/26/2021,yssmote3,261,254,0,14.4,28.7,83,32,14
4/26/2021,yssmote3,262,256,0,19.9,28.8,83,40,13
4/26/2021,yssmote3,260,259,0,1.7,29,83.5,40,16
4/26/2021,yssmote3,263,270,0,28.5,29.3,82,42,24
4/26/2021,yssmote3,260,263,0,0,29.5,78.5,14,42
4/26/2021,yssmote3,263,277,0,0,29.9,75,21,25
4/27/2021,yssmote3,262,269,0,57,28.4,82.5,32,38
4/27/2021,yssmote3,262,262,0,18.7,28.4,81,32,22
4/27/2021,yssmote3,264,287,0,13.4,28.9,79,39,30
4/27/2021,yssmote3,262,261,0,26.3,28.8,80,34,27
4/27/2021,yssmote3,263,291,0,0,28.9,80,34,25
4/27/2021,yssmote3,261,256,0,44.2,28.8,78,34,20
4/27/2021,yssmote3,263,260,0,6.6,28.6,80,30,19
4/27/2021,yssmote3,260,258,0,0,28.7,82,25,17
4/27/2021,yssmote3,259,253,0,12.3,28.6,82.5,46,16
4/27/2021,yssmote1,255,255,0,314.5,28.7,80,29,18
4/27/2021,yssmote3,261,254,0,18.4,28.5,83,33,15
4/27/2021,yssmote1,255,255,0,278,28.5,80,33,21
4/27/2021,yssmote3,260,253,0,7.6,28.2,82.5,38,16
4/27/2021,yssmote3,260,253,0,12.9,28.2,81.5,45,21
4/27/2021,yssmote3,260,253,0,0,28.2,80.5,36,14
4/28/2021,yssmote3,262,254,0,12.9,28.2,79.5,35,17
4/28/2021,yssmote3,263,253,0,0,28,77.5,32,16
4/28/2021,yssmote1,255,255,0,338.5,27.8,78.5,26,24
4/28/2021,yssmote3,261,253,0,57.3,27.7,79.5,39,17
4/28/2021,yssmote3,261,253,0,17,27.6,80.5,55,15
4/28/2021,yssmote3,259,253,0,49.9,27.7,80.5,30,16
4/28/2021,yssmote3,260,254,0,22.1,27.4,80.5,38,15
4/28/2021,yssmote3,260,253,0,58,27.3,81,49,19
4/28/2021,yssmote3,259,257,0,72.6,27.7,80,30,15
4/28/2021,yssmote3,260,259,0,72.6,27.8,80.5,38,22
4/28/2021,yssmote3,262,269,0,4.9,28.4,80.5,38,23
4/28/2021,yssmote1,255,255,0,319.7,32.5,67,30,32
4/28/2021,yssmote3,263,265,0,0.6,28.7,79.5,37,19
4/28/2021,yssmote3,261,265,0,0.9,28.9,76,35,26
4/28/2021,yssmote3,262,265,0,0,29.1,74,43,33
4/28/2021,yssmote3,263,264,0,0,29.2,76.5,30,19
4/28/2021,yssmote3,260,258,0,0,28.5,76,11,20
4/28/2021,yssmote3,263,271,0,0,28.6,75,17,28
4/28/2021,yssmote3,264,276,0,0,29.3,71.5,32,18
4/28/2021,yssmote3,261,277,0,0,29,75,30,19
4/28/2021,yssmote3,260,255,0,8.3,28.9,77.5,19,21
4/28/2021,yssmote3,260,253,0,0,28.8,78,17,13
4/28/2021,yssmote3,262,253,0,0,28.7,78.5,20,14
4/28/2021,yssmote3,260,253,0,0,28.7,79.5,19,13
4/28/2021,yssmote3,259,253,0,0,28.7,80,23,16
4/28/2021,yssmote3,262,253,0,19.7,28.7,80.5,35,17
4/29/2021,yssmote3,260,252,0,6.7,28.6,81,32,17
4/29/2021,yssmote3,260,254,0,4.6,28.5,81.5,35,14
4/29/2021,yssmote3,261,254,0,39.1,28.2,82.5,45,15
4/29/2021,yssmote3,261,253,0,40.5,28,83,36,15
4/29/2021,yssmote3,261,253,0,47.6,27.9,83.5,43,15
4/29/2021,yssmote3,260,254,0,95.2,27.8,84,44,19
4/29/2021,yssmote3,260,256,0,114.5,28,83.5,49,18
4/29/2021,yssmote3,261,259,0,12.2,28.4,83.5,19,28
4/29/2021,yssmote3,261,269,0,5.9,28.8,82,33,15
4/29/2021,yssmote3,263,276,0,0,29.1,79.5,26,25
4/29/2021,yssmote3,262,277,0,0,29.4,74.5,8,15
4/29/2021,yssmote3,263,283,0,0,29.6,73.5,26,22
4/29/2021,yssmote3,261,272,0,0,30.4,69,12,18
4/29/2021,yssmote3,262,260,0,0,30.3,67,21,17
4/29/2021,yssmote3,260,257,0,0,29.7,71,30,16
4/29/2021,yssmote3,261,255,0,0,28.4,77,17,44
4/29/2021,yssmote3,261,253,0,5.9,28.5,79.5,11,14
4/29/2021,yssmote3,260,253,0,3.9,28.7,80.5,38,17
4/29/2021,yssmote3,260,253,0,25.8,28.7,80,23,15
4/29/2021,yssmote3,261,254,0,0,28.3,79.5,35,16
4/29/2021,yssmote3,261,253,0,0,28.5,78.5,29,15
4/30/2021,yssmote3,260,254,0,20.3,28,80,29,15
4/30/2021,yssmote3,261,252,0,22.4,28.1,81,41,15
4/30/2021,yssmote3,259,254,0,0,27.9,81,41,17
4/30/2021,yssmote3,261,254,0,29.4,27.9,80.5,38,16
4/30/2021,yssmote3,260,254,0,37.7,27.7,81.5,40,17
4/30/2021,yssmote3,259,254,0,60.1,27.5,82.5,30,16
4/30/2021,yssmote3,260,254,0,38.3,27.6,82.5,38,15
4/30/2021,yssmote3,261,257,0,45.9,27.6,83,43,21
4/30/2021,yssmote3,262,259,0,33,27.9,83,46,13
4/30/2021,yssmote3,262,267,0,44.9,28.3,82.5,46,12
4/30/2021,yssmote3,262,271,0,0,28.7,81,37,27
4/30/2021,yssmote3,262,268,0,0,28.8,77,30,21
4/30/2021,yssmote3,263,269,0,23,29.5,72,35,20
4/30/2021,yssmote3,262,267,0,0,28.8,75,16,17
4/30/2021,yssmote3,260,262,0,0,28.8,76,11,19
4/30/2021,yssmote3,261,255,0,0,28.7,78.5,24,21
4/30/2021,yssmote3,260,258,0,0,28.3,81,26,15
4/30/2021,yssmote3,260,256,0,0,28.3,82,35,14
4/30/2021,yssmote3,259,255,0,34.7,28.3,81.5,31,15
4/30/2021,yssmote3,260,253,0,12.4,28.3,81.5,32,17
4/30/2021,yssmote3,260,253,0,30.6,28.1,83,25,15
4/30/2021,yssmote3,259,253,0,38,28,83.5,38,14
4/30/2021,yssmote3,262,254,0,0,28,83.5,38,17
